dt;year; AverageTemperature ;Country
1-12-2012;2012; 25.228 ;Colombia
1-01-1993;1993; 25.224 ;Colombia
1-01-2006;2006; 25.223 ;Colombia
1-11-1982;1982; 25.222 ;Colombia
1-07-1990;1990; 25.222 ;Venezuela
1-11-2005;2005; 25.221 ;Colombia
1-09-1981;1981; 25.219 ;Brazil
1-11-1996;1996; 25.219 ;Colombia
1-02-1999;1999; 25.219 ;Venezuela
1-11-1999;1999; 25.219 ;Paraguay
1-02-1975;1975; 25.209 ;Colombia
1-08-1982;1982; 25.208 ;Venezuela
1-02-2000;2000; 25.208 ;Venezuela
1-05-1994;1994; 25.206 ;Brazil
1-07-2000;2000; 25.203 ;Venezuela
1-03-2009;2009; 25.203 ;Colombia
1-01-1979;1979; 25.202 ;Brazil
1-08-1996;1996; 25.201 ;Brazil
1-08-1976;1976; 25.199 ;Venezuela
1-11-2010;2010; 25.198 ;Paraguay
1-12-1993;1993; 25.197 ;Colombia
1-04-1989;1989; 25.196 ;Colombia
1-08-1996;1996; 25.195 ;Venezuela
1-04-1970;1970; 25.193 ;Brazil
1-04-2002;2002; 25.193 ;Colombia
1-04-1980;1980; 25.189 ;Brazil
1-06-2000;2000; 25.189 ;Venezuela
1-05-1972;1972; 25.187 ;Venezuela
1-12-1977;1977; 25.187 ;Venezuela
1-12-1989;1989; 25.187 ;Colombia
1-04-1990;1990; 25.185 ;Colombia
1-04-1993;1993; 25.185 ;Colombia
1-09-2007;2007; 25.184 ;Paraguay
1-09-1981;1981; 25.183 ;Venezuela
1-06-1980;1980; 25.182 ;Colombia
1-12-1978;1978; 25.181 ;Brazil
1-07-2001;2001; 25.181 ;Venezuela
1-11-1979;1979; 25.178 ;Colombia
1-10-2005;2005; 25.178 ;Colombia
1-04-1981;1981; 25.177 ;Brazil
1-07-1972;1972; 25.174 ;Colombia
1-01-1986;1986; 25.174 ;Colombia
1-12-1993;1993; 25.173 ;Venezuela
1-01-2008;2008; 25.171 ;Venezuela
1-06-1998;1998; 25.169 ;Colombia
1-12-2007;2007; 25.168 ;Venezuela
1-08-1979;1979; 25.165 ;Colombia
1-05-1990;1990; 25.164 ;Colombia
1-10-1995;1995; 25.164 ;Colombia
1-09-1980;1980; 25.163 ;Brazil
1-12-1973;1973; 25.162 ;Panama
1-06-1993;1993; 25.162 ;Colombia
1-06-1980;1980; 25.161 ;Venezuela
1-01-1985;1985; 25.161 ;Colombia
1-04-2008;2008; 25.161 ;Brazil
1-06-2004;2004; 25.159 ;Venezuela
1-04-1976;1976; 25.157 ;Venezuela
1-09-1971;1971; 25.156 ;Brazil
1-09-1986;1986; 25.155 ;Brazil
1-08-1972;1972; 25.153 ;Colombia
1-01-1992;1992; 25.152 ;Venezuela
1-10-2000;2000; 25.151 ;Colombia
1-12-1979;1979; 25.149 ;Venezuela
1-02-1972;1972; 25.146 ;Brazil
1-01-1996;1996; 25.143 ;Colombia
1-01-2012;2012; 25.143 ;Colombia
1-05-1989;1989; 25.142 ;Venezuela
1-09-1985;1985; 25.139 ;Colombia
1-12-2010;2010; 25.138 ;Panama
1-11-1971;1971; 25.137 ;Brazil
1-11-1978;1978; 25.136 ;Colombia
1-07-2008;2008; 25.135 ;Venezuela
1-01-1997;1997; 25.134 ;Venezuela
1-12-1994;1994; 25.133 ;Colombia
1-07-1993;1993; 25.132 ;Venezuela
1-05-1973;1973; 25.131 ;Colombia
1-09-1979;1979; 25.129 ;Colombia
1-02-1989;1989; 25.129 ;Uruguay
1-12-1982;1982; 25.128 ;Venezuela
1-12-1996;1996; 25.128 ;Venezuela
1-09-1973;1973; 25.127 ;Brazil
1-01-1983;1983; 25.127 ;Uruguay
1-09-1990;1990; 25.125 ;Brazil
1-11-1991;1991; 25.125 ;Colombia
1-01-1997;1997; 25.125 ;Colombia
1-10-1973;1973; 25.123 ;Venezuela
1-01-2001;2001; 25.123 ;Colombia
1-10-1991;1991; 25.122 ;Venezuela
1-08-2008;2008; 25.121 ;Colombia
1-05-2011;2011; 25.121 ;Colombia
1-07-2011;2011; 25.121 ;Colombia
1-07-1998;1998; 25.117 ;Colombia
1-02-1971;1971; 25.116 ;Brazil
1-12-1983;1983; 25.116 ;Venezuela
1-12-1998;1998; 25.116 ;Colombia
1-11-2011;2011; 25.116 ;Colombia
1-12-1980;1980; 25.115 ;Colombia
1-01-1975;1975; 25.113 ;Brazil
1-01-1991;1991; 25.113 ;Venezuela
1-01-1986;1986; 25.111 ;Uruguay
1-06-2011;2011; 25.109 ;Colombia
1-03-2011;2011; 25.108 ;Colombia
1-11-1995;1995; 25.107 ;Colombia
1-05-2006;2006; 25.106 ;Colombia
1-06-1984;1984; 25.105 ;Venezuela
1-09-1981;1981; 25.104 ;Colombia
1-02-2001;2001; 25.104 ;Uruguay
1-07-1997;1997; 25.102 ;Venezuela
1-04-2000;2000; 25.102 ;Brazil
1-08-1976;1976; 25.101 ;Colombia
1-08-2010;2010; 25.101 ;Brazil
1-01-2000;2000; 25.099 ;Uruguay
1-11-1986;1986; 25.097 ;Venezuela
1-04-1994;1994; 25.096 ;Colombia
1-07-2001;2001; 25.096 ;Colombia
1-10-1993;1993; 25.094 ;Colombia
1-04-1999;1999; 25.094 ;Brazil
1-10-2011;2011; 25.092 ;Colombia
1-04-1979;1979; 25.091 ;Colombia
1-11-1999;1999; 25.091 ;Colombia
1-06-1972;1972; 25.089 ;Venezuela
1-06-2007;2007; 25.088 ;Colombia
1-08-1994;1994; 25.087 ;Colombia
1-11-1988;1988; 25.086 ;Venezuela
1-12-1995;1995; 25.086 ;Colombia
1-02-2000;2000; 25.085 ;Colombia
1-05-1996;1996; 25.084 ;Colombia
1-05-1979;1979; 25.083 ;Colombia
1-12-1979;1979; 25.083 ;Colombia
1-06-1982;1982; 25.083 ;Colombia
1-06-1996;1996; 25.083 ;Venezuela
1-10-1990;1990; 25.081 ;Colombia
1-05-1993;1993; 25.081 ;Colombia
1-06-1994;1994; 25.079 ;Venezuela
1-09-1989;1989; 25.078 ;Colombia
1-04-1995;1995; 25.077 ;Brazil
1-07-1972;1972; 25.073 ;Venezuela
1-11-1973;1973; 25.072 ;Venezuela
1-11-1976;1976; 25.071 ;Colombia
1-05-1984;1984; 25.071 ;Colombia
1-02-1984;1984; 25.069 ;Colombia
1-08-1981;1981; 25.068 ;Colombia
1-04-1989;1989; 25.068 ;Brazil
1-12-1992;1992; 25.068 ;Venezuela
1-06-1990;1990; 25.067 ;Colombia
1-11-1977;1977; 25.066 ;Colombia
1-04-2002;2002; 25.065 ;Paraguay
1-02-1975;1975; 25.062 ;Venezuela
1-01-1970;1970; 25.059 ;Venezuela
1-06-2004;2004; 25.056 ;Colombia
1-10-2008;2008; 25.056 ;Colombia
1-04-1986;1986; 25.055 ;Paraguay
1-05-1986;1986; 25.054 ;Colombia
1-08-2004;2004; 25.054 ;Brazil
1-09-1978;1978; 25.052 ;Colombia
1-08-1979;1979; 25.052 ;Brazil
1-09-1975;1975; 25.047 ;Venezuela
1-07-1995;1995; 25.044 ;Colombia
1-01-1999;1999; 25.043 ;Colombia
1-06-1993;1993; 25.039 ;Venezuela
1-06-1982;1982; 25.037 ;Venezuela
1-09-1979;1979; 25.034 ;Brazil
1-06-1995;1995; 25.032 ;Colombia
1-12-1986;1986; 25.031 ;Colombia
1-02-1972;1972; 25.029 ;Venezuela
1-07-1977;1977; 25.029 ;Venezuela
1-02-1997;1997; 25.029 ;Venezuela
1-04-2000;2000; 25.029 ;Colombia
1-06-2006;2006; 25.029 ;Colombia
1-01-2012;2012; 25.028 ;Uruguay
1-06-2001;2001; 25.026 ;Venezuela
1-08-1996;1996; 25.025 ;Colombia
1-11-1992;1992; 25.024 ;Colombia
1-10-1999;1999; 25.024 ;Venezuela
1-06-2002;2002; 25.023 ;Venezuela
1-07-2003;2003; 25.022 ;Colombia
1-11-2008;2008; 25.021 ;Colombia
1-10-1977;1977; 25.019 ;Colombia
1-11-1980;1980; 25.016 ;Colombia
1-05-2010;2010; 25.015 ;Brazil
1-09-1984;1984; 25.012 ;Venezuela
1-05-1994;1994; 25.012 ;Colombia
1-06-1979;1979; 25.011 ;Venezuela
1-10-1986;1986; 25.011 ;Venezuela
1-07-1993;1993; 25.006 ;Colombia
1-04-1970;1970; 25.004 ;Paraguay
1-08-1986;1986; 25.004 ;Brazil
1-10-1979;1979; 25.003 ;Colombia
1-07-1979;1979; 25.002 ;Colombia
1-10-1994;1994; 25.002 ;Colombia
1-12-2000;2000; 24.997 ;Colombia
1-12-1975;1975; 24.996 ;Panama
1-12-2008;2008; 24.996 ;Colombia
1-07-1980;1980; 24.992 ;Colombia
1-08-1984;1984; 24.992 ;Venezuela
1-08-1981;1981; 24.991 ;Venezuela
1-04-1975;1975; 24.989 ;Colombia
1-07-1987;1987; 24.989 ;Brazil
1-09-1988;1988; 24.988 ;Colombia
1-03-1989;1989; 24.985 ;Colombia
1-08-1977;1977; 24.984 ;Brazil
1-09-1976;1976; 24.981 ;Brazil
1-11-1985;1985; 24.981 ;Venezuela
1-02-1971;1971; 24.979 ;Venezuela
1-08-1980;1980; 24.979 ;Brazil
1-04-2012;2012; 24.977 ;Colombia
1-12-1970;1970; 24.976 ;Venezuela
1-12-1990;1990; 24.974 ;Colombia
1-10-1981;1981; 24.973 ;Colombia
1-01-1990;1990; 24.973 ;Venezuela
1-07-1979;1979; 24.972 ;Venezuela
1-08-1997;1997; 24.972 ;Brazil
1-07-1977;1977; 24.971 ;Colombia
1-08-1989;1989; 24.966 ;Colombia
1-08-1973;1973; 24.963 ;Venezuela
1-10-1989;1989; 24.963 ;Venezuela
1-06-2005;2005; 24.962 ;Brazil
1-12-1976;1976; 24.961 ;Venezuela
1-12-2007;2007; 24.959 ;Colombia
1-03-1976;1976; 24.958 ;Venezuela
1-11-1994;1994; 24.958 ;Colombia
1-12-2011;2011; 24.954 ;Colombia
1-01-1987;1987; 24.953 ;Venezuela
1-06-1994;1994; 24.953 ;Colombia
1-10-1996;1996; 24.953 ;Colombia
1-12-2008;2008; 24.948 ;Venezuela
1-09-1984;1984; 24.946 ;Brazil
1-04-1981;1981; 24.945 ;Colombia
1-10-1991;1991; 24.943 ;Colombia
1-09-1997;1997; 24.941 ;Paraguay
1-08-1982;1982; 24.939 ;Brazil
1-05-1986;1986; 24.939 ;Brazil
1-11-1992;1992; 24.939 ;Paraguay
1-04-1997;1997; 24.938 ;Brazil
1-11-1984;1984; 24.937 ;Venezuela
1-10-1980;1980; 24.936 ;Colombia
1-08-1999;1999; 24.928 ;Venezuela
1-01-2001;2001; 24.928 ;Venezuela
1-08-1988;1988; 24.924 ;Colombia
1-12-1996;1996; 24.923 ;Colombia
1-07-1990;1990; 24.922 ;Colombia
1-07-1991;1991; 24.921 ;Venezuela
1-05-2008;2008; 24.919 ;Colombia
1-05-1972;1972; 24.917 ;Colombia
1-10-1983;1983; 24.916 ;Colombia
1-02-1976;1976; 24.915 ;Colombia
1-10-1975;1975; 24.911 ;Venezuela
1-12-2000;2000; 24.907 ;Venezuela
1-08-2007;2007; 24.907 ;Brazil
1-09-2012;2012; 24.907 ;Paraguay
1-12-1976;1976; 24.906 ;Colombia
1-05-2013;2013; 24.906 ;Brazil
1-07-2003;2003; 24.904 ;Venezuela
1-02-1985;1985; 24.898 ;Venezuela
1-05-1978;1978; 24.895 ;Colombia
1-09-1970;1970; 24.894 ;Venezuela
1-05-1985;1985; 24.892 ;Colombia
1-07-1991;1991; 24.892 ;Colombia
1-06-2000;2000; 24.891 ;Colombia
1-05-2012;2012; 24.891 ;Brazil
1-08-1991;1991; 24.887 ;Venezuela
1-06-2003;2003; 24.884 ;Colombia
1-10-1973;1973; 24.883 ;Paraguay
1-07-1980;1980; 24.881 ;Venezuela
1-08-1975;1975; 24.878 ;Venezuela
1-05-2000;2000; 24.878 ;Colombia
1-09-1973;1973; 24.877 ;Venezuela
1-10-1976;1976; 24.876 ;Colombia
1-07-2004;2004; 24.875 ;Venezuela
1-10-1970;1970; 24.874 ;Paraguay
1-12-1991;1991; 24.874 ;Venezuela
1-06-1977;1977; 24.873 ;Venezuela
1-11-1986;1986; 24.872 ;Colombia
1-05-1980;1980; 24.871 ;Brazil
1-07-1982;1982; 24.871 ;Colombia
1-06-2008;2008; 24.868 ;Colombia
1-03-1976;1976; 24.867 ;Brazil
1-04-1990;1990; 24.866 ;Paraguay
1-07-1994;1994; 24.866 ;Colombia
1-01-1993;1993; 24.865 ;Venezuela
1-05-1971;1971; 24.864 ;Venezuela
1-12-1970;1970; 24.862 ;Colombia
1-01-2006;2006; 24.862 ;Venezuela
1-10-2007;2007; 24.859 ;Colombia
1-02-1976;1976; 24.857 ;Brazil
1-06-1986;1986; 24.855 ;Venezuela
1-06-1981;1981; 24.852 ;Venezuela
1-11-1993;1993; 24.852 ;Colombia
1-06-1975;1975; 24.851 ;Venezuela
1-11-1970;1970; 24.849 ;Colombia
1-02-1989;1989; 24.846 ;Colombia
1-08-1984;1984; 24.844 ;Colombia
1-07-1978;1978; 24.843 ;Venezuela
1-08-1999;1999; 24.842 ;Colombia
1-04-1977;1977; 24.839 ;Brazil
1-03-1976;1976; 24.835 ;Paraguay
1-10-1985;1985; 24.835 ;Colombia
1-04-1980;1980; 24.833 ;Paraguay
1-07-1998;1998; 24.831 ;Brazil
1-07-2010;2010; 24.831 ;Colombia
1-07-2004;2004; 24.829 ;Colombia
1-08-1970;1970; 24.828 ;Colombia
1-10-1970;1970; 24.825 ;Colombia
1-11-1971;1971; 24.824 ;Venezuela
1-07-1999;1999; 24.824 ;Venezuela
1-12-1978;1978; 24.823 ;Colombia
1-05-1981;1981; 24.819 ;Colombia
1-08-1994;1994; 24.819 ;Brazil
1-08-1991;1991; 24.818 ;Colombia
1-08-1970;1970; 24.816 ;Venezuela
1-05-1991;1991; 24.816 ;Brazil
1-05-2003;2003; 24.814 ;Brazil
1-03-1976;1976; 24.813 ;Colombia
1-07-2000;2000; 24.813 ;Colombia
1-05-1970;1970; 24.811 ;Brazil
1-03-1971;1971; 24.811 ;Colombia
1-12-1984;1984; 24.808 ;Colombia
1-02-1999;1999; 24.806 ;Colombia
1-05-1982;1982; 24.804 ;Colombia
1-08-1988;1988; 24.803 ;Brazil
1-05-1970;1970; 24.802 ;Colombia
1-01-2000;2000; 24.802 ;Colombia
1-05-1981;1981; 24.796 ;Brazil
1-10-1978;1978; 24.794 ;Colombia
1-10-1983;1983; 24.792 ;Paraguay
1-07-2008;2008; 24.792 ;Colombia
1-06-2013;2013; 24.788 ;Brazil
1-06-1996;1996; 24.786 ;Colombia
1-04-1982;1982; 24.782 ;Brazil
1-04-1978;1978; 24.778 ;Colombia
1-09-1971;1971; 24.776 ;Colombia
1-08-1976;1976; 24.773 ;Brazil
1-06-1973;1973; 24.771 ;Colombia
1-06-1989;1989; 24.765 ;Venezuela
1-02-2012;2012; 24.765 ;Uruguay
1-07-1995;1995; 24.763 ;Brazil
1-12-2010;2010; 24.759 ;Colombia
1-07-1988;1988; 24.758 ;Venezuela
1-04-1978;1978; 24.755 ;Brazil
1-05-1977;1977; 24.754 ;Colombia
1-01-2000;2000; 24.754 ;Venezuela
1-10-1980;1980; 24.753 ;Paraguay
1-08-1973;1973; 24.749 ;Colombia
1-07-1982;1982; 24.748 ;Venezuela
1-02-1989;1989; 24.747 ;Venezuela
1-07-1986;1986; 24.745 ;Venezuela
1-04-1999;1999; 24.745 ;Colombia
1-08-2003;2003; 24.744 ;Brazil
1-08-1999;1999; 24.743 ;Brazil
1-04-2007;2007; 24.739 ;Paraguay
1-08-1981;1981; 24.738 ;Brazil
1-11-1988;1988; 24.737 ;Colombia
1-07-1996;1996; 24.737 ;Venezuela
1-08-2013;2013; 24.736 ;Brazil
1-08-1978;1978; 24.735 ;Colombia
1-04-1979;1979; 24.732 ;Brazil
1-05-1996;1996; 24.732 ;Brazil
1-09-1999;1999; 24.728 ;Colombia
1-06-1992;1992; 24.727 ;Brazil
1-11-1984;1984; 24.725 ;Colombia
1-12-1986;1986; 24.724 ;Venezuela
1-06-1972;1972; 24.722 ;Colombia
1-06-1981;1981; 24.721 ;Colombia
1-05-1993;1993; 24.721 ;Brazil
1-01-1986;1986; 24.716 ;Venezuela
1-06-1999;1999; 24.714 ;Colombia
1-01-2010;2010; 24.713 ;Uruguay
1-10-1971;1971; 24.708 ;Brazil
1-07-1978;1978; 24.708 ;Colombia
1-10-1982;1982; 24.708 ;Colombia
1-06-2003;2003; 24.706 ;Brazil
1-07-1985;1985; 24.702 ;Venezuela
1-01-1971;1971; 24.701 ;Colombia
1-07-1973;1973; 24.697 ;Colombia
1-07-1999;1999; 24.697 ;Colombia
1-10-1984;1984; 24.694 ;Colombia
1-06-1978;1978; 24.693 ;Venezuela
1-09-1971;1971; 24.691 ;Venezuela
1-02-1970;1970; 24.689 ;Uruguay
1-02-1971;1971; 24.685 ;Colombia
1-01-1984;1984; 24.683 ;Colombia
1-08-1985;1985; 24.678 ;Venezuela
1-09-1994;1994; 24.672 ;Paraguay
1-05-2009;2009; 24.672 ;Brazil
1-08-1990;1990; 24.669 ;Brazil
1-12-1985;1985; 24.668 ;Colombia
1-08-1989;1989; 24.666 ;Brazil
1-07-1996;1996; 24.665 ;Colombia
1-10-1989;1989; 24.664 ;Colombia
1-10-1973;1973; 24.663 ;Colombia
1-09-1975;1975; 24.659 ;Colombia
1-06-2001;2001; 24.655 ;Colombia
1-07-1985;1985; 24.653 ;Colombia
1-07-1992;1992; 24.643 ;Venezuela
1-05-1987;1987; 24.639 ;Brazil
1-06-1985;1985; 24.638 ;Venezuela
1-12-1994;1994; 24.637 ;Uruguay
1-10-1982;1982; 24.631 ;Paraguay
1-07-1970;1970; 24.626 ;Venezuela
1-08-1993;1993; 24.625 ;Brazil
1-11-1970;1970; 24.622 ;Paraguay
1-06-1970;1970; 24.614 ;Colombia
1-05-2000;2000; 24.614 ;Brazil
1-06-1984;1984; 24.609 ;Colombia
1-11-1973;1973; 24.608 ;Colombia
1-01-1993;1993; 24.608 ;Uruguay
1-01-1971;1971; 24.605 ;Venezuela
1-11-1985;1985; 24.605 ;Colombia
1-10-1998;1998; 24.605 ;Paraguay
1-05-1976;1976; 24.603 ;Colombia
1-07-1986;1986; 24.597 ;Colombia
1-11-1971;1971; 24.593 ;Colombia
1-07-1970;1970; 24.586 ;Colombia
1-04-1984;1984; 24.579 ;Brazil
1-06-2012;2012; 24.578 ;Brazil
1-11-1975;1975; 24.573 ;Colombia
1-08-1970;1970; 24.572 ;Brazil
1-10-1996;1996; 24.568 ;Paraguay
1-06-1988;1988; 24.567 ;Colombia
1-10-1976;1976; 24.566 ;Paraguay
1-06-1986;1986; 24.561 ;Colombia
1-07-1977;1977; 24.552 ;Brazil
1-08-1992;1992; 24.552 ;Brazil
1-01-1989;1989; 24.551 ;Colombia
1-04-2001;2001; 24.551 ;Paraguay
1-05-2011;2011; 24.551 ;Brazil
1-09-1970;1970; 24.549 ;Colombia
1-04-1971;1971; 24.549 ;Colombia
1-08-1975;1975; 24.549 ;Brazil
1-08-1983;1983; 24.548 ;Brazil
1-01-1975;1975; 24.547 ;Venezuela
1-01-2003;2003; 24.546 ;Uruguay
1-06-1979;1979; 24.543 ;Colombia
1-05-1985;1985; 24.543 ;Brazil
1-08-1971;1971; 24.536 ;Colombia
1-08-1985;1985; 24.536 ;Colombia
1-05-1995;1995; 24.535 ;Brazil
1-12-1971;1971; 24.531 ;Colombia
1-07-2008;2008; 24.529 ;Brazil
1-01-2001;2001; 24.528 ;Uruguay
1-07-1976;1976; 24.524 ;Colombia
1-08-1978;1978; 24.524 ;Venezuela
1-10-1986;1986; 24.524 ;Colombia
1-06-1989;1989; 24.524 ;Colombia
1-05-2007;2007; 24.519 ;Brazil
1-07-2002;2002; 24.514 ;Brazil
1-12-1984;1984; 24.511 ;Venezuela
1-11-2008;2008; 24.508 ;Bolivia
1-04-1993;1993; 24.506 ;Paraguay
1-07-1989;1989; 24.504 ;Venezuela
1-08-1991;1991; 24.502 ;Brazil
1-06-1985;1985; 24.501 ;Colombia
1-11-2009;2009; 24.499 ;Bolivia
1-10-1989;1989; 24.497 ;Paraguay
1-07-2006;2006; 24.494 ;Brazil
1-10-1971;1971; 24.491 ;Colombia
1-04-1976;1976; 24.489 ;Brazil
1-07-1992;1992; 24.488 ;Colombia
1-04-1975;1975; 24.483 ;Brazil
1-09-1973;1973; 24.479 ;Colombia
1-05-1975;1975; 24.478 ;Colombia
1-07-1994;1994; 24.477 ;Venezuela
1-10-1971;1971; 24.476 ;Venezuela
1-01-2006;2006; 24.473 ;Uruguay
1-06-1972;1972; 24.467 ;Brazil
1-10-1999;1999; 24.467 ;Colombia
1-08-1973;1973; 24.465 ;Brazil
1-06-1977;1977; 24.464 ;Colombia
1-06-1973;1973; 24.462 ;Brazil
1-05-1988;1988; 24.462 ;Brazil
1-10-1981;1981; 24.461 ;Paraguay
1-01-2007;2007; 24.461 ;Uruguay
1-01-1972;1972; 24.457 ;Colombia
1-05-1990;1990; 24.453 ;Brazil
1-07-1981;1981; 24.452 ;Colombia
1-10-1991;1991; 24.449 ;Paraguay
1-06-1978;1978; 24.448 ;Colombia
1-02-2007;2007; 24.448 ;Uruguay
1-08-1985;1985; 24.444 ;Brazil
1-01-2004;2004; 24.433 ;Uruguay
1-07-1971;1971; 24.432 ;Colombia
1-10-1995;1995; 24.428 ;Paraguay
1-01-1976;1976; 24.421 ;Colombia
1-08-1971;1971; 24.418 ;Venezuela
1-04-2000;2000; 24.411 ;Paraguay
1-10-1987;1987; 24.409 ;Paraguay
1-04-1976;1976; 24.407 ;Colombia
1-01-1987;1987; 24.406 ;Uruguay
1-07-1981;1981; 24.405 ;Venezuela
1-07-1988;1988; 24.403 ;Colombia
1-05-1997;1997; 24.398 ;Brazil
1-07-1989;1989; 24.394 ;Colombia
1-10-1988;1988; 24.388 ;Paraguay
1-06-1975;1975; 24.379 ;Colombia
1-06-2007;2007; 24.378 ;Brazil
1-01-1980;1980; 24.375 ;Uruguay
1-07-2009;2009; 24.375 ;Brazil
1-07-1976;1976; 24.373 ;Venezuela
1-02-1987;1987; 24.371 ;Uruguay
1-07-1982;1982; 24.366 ;Brazil
1-02-1979;1979; 24.359 ;Uruguay
1-12-1985;1985; 24.351 ;Venezuela
1-07-1975;1975; 24.349 ;Venezuela
1-06-1976;1976; 24.348 ;Venezuela
1-02-1984;1984; 24.346 ;Uruguay
1-07-2001;2001; 24.344 ;Brazil
1-07-1997;1997; 24.342 ;Brazil
1-01-2008;2008; 24.338 ;Uruguay
1-07-1984;1984; 24.336 ;Colombia
1-02-1998;1998; 24.336 ;Ecuador
1-05-1979;1979; 24.332 ;Brazil
1-12-1988;1988; 24.332 ;Colombia
1-06-1971;1971; 24.329 ;Venezuela
1-05-1982;1982; 24.329 ;Brazil
1-05-1973;1973; 24.327 ;Brazil
1-10-1975;1975; 24.327 ;Colombia
1-04-1971;1971; 24.319 ;Brazil
1-05-2004;2004; 24.316 ;Brazil
1-08-1971;1971; 24.314 ;Brazil
1-12-1988;1988; 24.312 ;Venezuela
1-04-1972;1972; 24.311 ;Brazil
1-05-1971;1971; 24.308 ;Colombia
1-07-2003;2003; 24.305 ;Brazil
1-01-2009;2009; 24.299 ;Uruguay
1-06-1982;1982; 24.296 ;Brazil
1-06-1971;1971; 24.276 ;Colombia
1-12-1973;1973; 24.271 ;Colombia
1-06-2000;2000; 24.268 ;Brazil
1-07-1983;1983; 24.257 ;Brazil
1-01-1977;1977; 24.251 ;Uruguay
1-06-1998;1998; 24.245 ;Brazil
1-06-2002;2002; 24.242 ;Brazil
1-07-1971;1971; 24.236 ;Venezuela
1-06-2011;2011; 24.235 ;Brazil
1-10-1972;1972; 24.223 ;Paraguay
1-04-1991;1991; 24.223 ;Paraguay
1-12-1973;1973; 24.209 ;Venezuela
1-05-2008;2008; 24.206 ;Brazil
1-06-1997;1997; 24.205 ;Brazil
1-07-2013;2013; 24.202 ;Brazil
1-07-2007;2007; 24.199 ;Brazil
1-06-1995;1995; 24.184 ;Brazil
1-07-2012;2012; 24.171 ;Brazil
1-07-2005;2005; 24.159 ;Brazil
1-01-1979;1979; 24.158 ;Uruguay
1-12-1975;1975; 24.156 ;Venezuela
1-05-1999;1999; 24.154 ;Brazil
1-05-1976;1976; 24.152 ;Brazil
1-12-1989;1989; 24.151 ;Uruguay
1-06-1976;1976; 24.149 ;Colombia
1-03-1998;1998; 24.148 ;Ecuador
1-07-1978;1978; 24.145 ;Brazil
1-08-1984;1984; 24.143 ;Brazil
1-04-1998;1998; 24.135 ;Ecuador
1-01-1998;1998; 24.125 ;Bolivia
1-01-1972;1972; 24.122 ;Venezuela
1-02-2010;2010; 24.104 ;Uruguay
1-07-1999;1999; 24.096 ;Brazil
1-10-1992;1992; 24.087 ;Paraguay
1-09-1971;1971; 24.084 ;Paraguay
1-04-1987;1987; 24.081 ;Paraguay
1-06-2006;2006; 24.064 ;Brazil
1-01-1995;1995; 24.062 ;Uruguay
1-04-2011;2011; 24.061 ;Paraguay
1-06-1970;1970; 24.056 ;Brazil
1-05-1978;1978; 24.054 ;Brazil
1-01-1985;1985; 24.053 ;Uruguay
1-02-1985;1985; 24.035 ;Uruguay
1-06-1999;1999; 24.034 ;Brazil
1-07-1984;1984; 24.025 ;Brazil
1-01-1998;1998; 24.024 ;Ecuador
1-01-1976;1976; 23.999 ;Venezuela
1-03-1980;1980; 23.994 ;Uruguay
1-06-1993;1993; 23.994 ;Brazil
1-04-1996;1996; 23.975 ;Paraguay
1-12-1975;1975; 23.969 ;Colombia
1-12-1997;1997; 23.965 ;Bolivia
1-05-2006;2006; 23.965 ;Brazil
1-11-1987;1987; 23.944 ;Bolivia
1-09-1977;1977; 23.931 ;Paraguay
1-01-1988;1988; 23.923 ;Uruguay
1-06-1987;1987; 23.918 ;Brazil
1-07-1972;1972; 23.909 ;Brazil
1-07-1993;1993; 23.908 ;Brazil
1-02-2011;2011; 23.908 ;Uruguay
1-09-2004;2004; 23.907 ;Paraguay
1-06-1994;1994; 23.906 ;Brazil
1-12-2010;2010; 23.905 ;Uruguay
1-10-2012;2012; 23.905 ;Bolivia
1-07-2004;2004; 23.899 ;Brazil
1-07-1975;1975; 23.897 ;Colombia
1-10-2010;2010; 23.888 ;Paraguay
1-12-2012;2012; 23.884 ;Uruguay
1-08-2001;2001; 23.883 ;Paraguay
1-07-1980;1980; 23.876 ;Brazil
1-02-1992;1992; 23.872 ;Uruguay
1-06-1990;1990; 23.863 ;Brazil
1-02-2009;2009; 23.862 ;Uruguay
1-06-1980;1980; 23.861 ;Brazil
1-01-1983;1983; 23.859 ;Bolivia
1-10-1997;1997; 23.855 ;Bolivia
1-02-2000;2000; 23.844 ;Uruguay
1-03-1983;1983; 23.841 ;Ecuador
1-10-1975;1975; 23.823 ;Paraguay
1-06-1989;1989; 23.817 ;Brazil
1-06-1984;1984; 23.814 ;Brazil
1-07-1994;1994; 23.806 ;Brazil
1-01-1996;1996; 23.798 ;Uruguay
1-01-1972;1972; 23.797 ;Uruguay
1-05-1975;1975; 23.796 ;Brazil
1-01-2002;2002; 23.795 ;Uruguay
1-01-1976;1976; 23.792 ;Uruguay
1-06-1977;1977; 23.792 ;Brazil
1-02-1981;1981; 23.782 ;Uruguay
1-10-1986;1986; 23.781 ;Paraguay
1-11-1995;1995; 23.781 ;Bolivia
1-11-1994;1994; 23.767 ;Bolivia
1-06-1983;1983; 23.758 ;Brazil
1-11-1986;1986; 23.749 ;Bolivia
1-10-1984;1984; 23.744 ;Bolivia
1-02-2006;2006; 23.742 ;Uruguay
1-07-1996;1996; 23.736 ;Brazil
1-12-1991;1991; 23.728 ;Bolivia
1-04-1983;1983; 23.721 ;Paraguay
